#tissue	P_value	Fold_change
phagocyte	0.013371335199887003	1.9946319150940441
mesenchymal_stem_cell	0.10619970736171275	1.2496639545290977
human_pineal_gland_-_adult_sample	5.6310378433253546e-05	3.509594462044161
omentum_preadipocyte	0.2653788530846486	0.11833312825928023
human_chondrocyte_re-differentiated_sample	0.0019412342360781037	2.5301790730810114
smooth_muscle_cell_sample	0.010186763170537464	2.0814396171018834
human_chondrocyte_de-differentiated_sample	0.004879569076744769	2.3336847594888517
smooth_muscle_cell_of_the_internal_thoracic_artery	0.007248776275448506	2.0451351266765427
glial_cell_(sensu_Vertebrata)	0.06638189658389919	1.371271890514558
mononuclear_cell	0.01612208191766312	1.9695326977883538
stromal_cell_of_pancreas	0.07037727305782442	0.3310755929470206
smooth_muscle_cell_of_the_subclavian_artery	0.020154666040218334	1.8266391970927698
pluripotent_stem_cell	0.0675848519407657	1.384146676847303
nucleus_pulposus_cell_of_intervertebral_disc	0.3777480050656547	0.9100553626430896
mesenchymal_stem_cell_of_Whartons_jelly	0.0630864523209727	1.6820832963622647
smooth_muscle_cell_of_the_umbilical_artery	0.011175322299559993	1.8886148379916878
endothelial_cell_of_hepatic_sinusoid	0.10601682188225164	0.8992147759286149
stromal_cell	0.007757376628024465	2.1260586083912116
keratinized_cell_of_the_oral_mucosa	0.2549516661418382	0.9849521277016067
fibroblast	0.09370629443506845	0.41107555115708905
fibroblast_of_the_conjunctiva	0.01666357568536605	1.9290977153473257
epithelial_cell	0.015669662584843133	1.5481078470277077
smooth_muscle_cell_of_the_esophagus	0.0032600644950299437	2.575436287684506
visceral_preadipocyte	5.7285161194117656e-05	3.3359533632407237
subcutaneous_preadipocyte	0.011496412491327511	2.1819726388954335
human_spinal_cord_-_adult_sample	0.00012082485060098382	3.256028910101291
smooth_muscle_cell_of_trachea	0.5842272930192799	0.007955544058517654
fibroblast_of_the_aortic_adventitia	0.0010602010849524233	2.8604348629713137
adipocyte_of_omentum_tissue	0.19416653480300688	1.1474613622636674
smooth_muscle_cell_of_colon	0.020797207948148756	1.6324887443013767
mesangial_cell	0.2069162739020013	1.0361528102560555
vein_endothelial_cell	0.010393170526397886	1.874900609668204
mast_cell-_heparinase_treated_sample	0.2837028550831696	1.1102407459383277
pneumocyte	0.1458031077164499	1.1354497410434834
meso-epithelial_cell	0.00413039759403006	2.2033217300280192
nongranular_leukocyte	0.017319166587772654	1.8847141584414386
aortic_smooth_muscle_cell	0.027057087243977675	1.7172588631896084
glomerular_endothelial_cell	0.0013407667675886512	2.852785001345489
smooth_muscle_cell_of_the_brain_vasculature	0.03888188138583854	1.585271852341748
endo-epithelial_cell	0.10240422438763896	1.343820583364015
connective_tissue_cell	0.05385967979016115	0.3186704230244638
fibroblast_of_dermis	0.00728296031227619	2.4381302271465013
mast_cell-_stimulated_sample	0.0010110148472404106	2.9396187519910186
human_pituitary_gland_-_adult_sample	0.00021884367031482018	2.87458696648141
gingival_epithelial_cell	0.30741207224931905	1.0354719388743414
epithelial_cell_of_nephron	0.01332501285010459	1.8137173302133482
neural_cell	0.029900841660377746	1.6872200913293331
iPS	0.061682605079558986	1.3293760187571162
brain_macroglial_cell	0.07243614393986206	1.3909643079766834
subcutaneous_fat_cell	0.126566449256181	0.9991198456298689
CD4-positive_alpha-beta_T_cell	0.012716983843175841	2.088049054404787
natural_killer_cell	0.0007961390373125406	2.8141916361500128
neuronal_stem_cell	0.0013507108259315653	2.565121639844614
cell_of_skeletal_muscle	0.0015408329821118933	2.203737571526319
vertebral_mesenchymal_stem_cell	0.9999959863321319	1.0000000000000007e-09
leukocyte	0.006099453910042362	2.1396661874708154
nephron_tubule_epithelial_cell	0.0039497549065757274	2.50300928540105
skeletal_muscle_satellite_cell	0.0021763638990979464	2.2783495021473326
bronchial_smooth_muscle_cell	0.002911710876117836	2.553437203325454
GAG_secreting_cell	0.011594630673170406	1.911210569352712
myeloid_leukocyte	0.01622219142760741	1.9433322005782427
ecto-epithelial_cell	0.08795723584917287	1.2943025670655217
fibroblast_of_mammary_gland	0.0001648346983365534	2.790980040755667
astrocyte_of_the_cerebral_cortex	0.0760313550461255	1.4608900129738276
lining_cell	0.012515965774944949	1.9136223569578583
prostate_stromal_cell	0.05905686930464774	1.459413114214511
CD14-positive_CD16-negative_classical_monocyte	0.19941210377545038	1.1416825842298324
contractile_cell	0.0007264176859018695	2.6317821987956465
adult_endothelial_progenitor_cell	0.10731887262778056	1.3163669677581504
monocyte	0.028985352992812647	1.8639857631819514
smooth_muscle_cell_of_the_coronary_artery	0.00033806830600719985	3.1220528045966627
human_mesenchymal_stem_cell_of_umbilical_cord-Sciencell_sample	0.0981469420104138	1.2826681875384567
endothelial_cell_of_artery	0.0005531789690397201	3.1602831683962727
bronchial_epithelial_cell	0.09876577108971119	1.2968388860270164
mesenchymal_stem_cell_of_the_bone_marrow	0.20675095688484418	1.1348963279469897
blood_vessel_endothelial_cell	0.004205890828164002	2.2531490524832556
synovial_cell	0.001029434699484238	2.7366580276222074
annulus_pulposus_cell	0.016749788309475547	1.7126373208068333
lymphocyte	0.0054763707430177284	2.3083534942872794
endothelial_cell_of_lymphatic_vessel	0.025364318127566638	1.7901076866147438
muscle_cell	0.0008213836015345809	2.6145081105523467
mesothelial_cell	0.05026581479537025	1.5628927384408307
mammary_gland_epithelial_cell	0.00562666426848696	2.3964286495264933
macrophage	0.0037019452457294965	2.4395654174305115
smooth_muscle_cell_of_the_carotid_artery	0.013418757339499392	2.0194738598346844
keratinocyte	0.33294576643190965	0.9915208678858944
thoracic_aorta_endothelial_cell	0.2703166642698171	0.6898039086877273
embryonic_stem_cell	0.4615154206557052	0.852247145258866
fibroblast_of_periodontium	0.00042308703437765735	2.7291166878166497
smooth_muscle_cell_of_prostate	0.00015970508577154417	3.3076303535069593
mesenchymal_stem_cell_of_adipose	0.0009890349842879343	2.423193143192282
epithelial_cell_of_esophagus	0.01967080337104452	1.7538986548381297
endothelial_cell_of_umbilical_vein	0.007946677114162488	1.959114419167146
keratinizing_barrier_epithelial_cell	0.4931889258330853	0.7325449782994852
all	0.008380398629866023	1.3358211567522975
